config_id,base0_ambulances,base1_ambulances,base2_ambulances,base3_ambulances,base4_ambulances
36935,5,2,3,15,10
36936,5,2,3,16,9
36937,5,2,3,17,8
36938,5,2,3,18,7
36939,5,2,3,19,6
36940,5,2,3,20,5
36941,5,2,3,21,4
36942,5,2,3,22,3
36943,5,2,3,23,2
36944,5,2,3,24,1
36945,5,2,3,25,0
36946,5,2,4,0,24
36947,5,2,4,1,23
36948,5,2,4,2,22
36949,5,2,4,3,21
36950,5,2,4,4,20
36951,5,2,4,5,19
36952,5,2,4,6,18
36953,5,2,4,7,17
36954,5,2,4,8,16
36955,5,2,4,9,15
36956,5,2,4,10,14
36957,5,2,4,11,13
36958,5,2,4,12,12
36959,5,2,4,13,11
36960,5,2,4,14,10
36961,5,2,4,15,9
36962,5,2,4,16,8
36963,5,2,4,17,7
36964,5,2,4,18,6
36965,5,2,4,19,5
36966,5,2,4,20,4
36967,5,2,4,21,3
36968,5,2,4,22,2
36969,5,2,4,23,1
36970,5,2,4,24,0
36971,5,2,5,0,23
36972,5,2,5,1,22
36973,5,2,5,2,21
36974,5,2,5,3,20
36975,5,2,5,4,19
36976,5,2,5,5,18
36977,5,2,5,6,17
36978,5,2,5,7,16
36979,5,2,5,8,15
36980,5,2,5,9,14
36981,5,2,5,10,13
36982,5,2,5,11,12
36983,5,2,5,12,11
36984,5,2,5,13,10
36985,5,2,5,14,9
36986,5,2,5,15,8
36987,5,2,5,16,7
36988,5,2,5,17,6
36989,5,2,5,18,5
36990,5,2,5,19,4
36991,5,2,5,20,3
36992,5,2,5,21,2
36993,5,2,5,22,1
36994,5,2,5,23,0
36995,5,2,6,0,22
36996,5,2,6,1,21
36997,5,2,6,2,20
36998,5,2,6,3,19
36999,5,2,6,4,18
37000,5,2,6,5,17
37001,5,2,6,6,16
37002,5,2,6,7,15
37003,5,2,6,8,14
37004,5,2,6,9,13
37005,5,2,6,10,12
37006,5,2,6,11,11
37007,5,2,6,12,10
37008,5,2,6,13,9
37009,5,2,6,14,8
37010,5,2,6,15,7
37011,5,2,6,16,6
37012,5,2,6,17,5
37013,5,2,6,18,4
37014,5,2,6,19,3
37015,5,2,6,20,2
37016,5,2,6,21,1
37017,5,2,6,22,0
37018,5,2,7,0,21
37019,5,2,7,1,20
37020,5,2,7,2,19
37021,5,2,7,3,18
37022,5,2,7,4,17
37023,5,2,7,5,16
37024,5,2,7,6,15
37025,5,2,7,7,14
37026,5,2,7,8,13
37027,5,2,7,9,12
37028,5,2,7,10,11
37029,5,2,7,11,10
37030,5,2,7,12,9
37031,5,2,7,13,8
37032,5,2,7,14,7
37033,5,2,7,15,6
37034,5,2,7,16,5
37035,5,2,7,17,4
37036,5,2,7,18,3
37037,5,2,7,19,2
37038,5,2,7,20,1
37039,5,2,7,21,0
37040,5,2,8,0,20
37041,5,2,8,1,19
37042,5,2,8,2,18
37043,5,2,8,3,17
37044,5,2,8,4,16
37045,5,2,8,5,15
37046,5,2,8,6,14
37047,5,2,8,7,13
37048,5,2,8,8,12
37049,5,2,8,9,11
37050,5,2,8,10,10
37051,5,2,8,11,9
37052,5,2,8,12,8
37053,5,2,8,13,7
37054,5,2,8,14,6
37055,5,2,8,15,5
37056,5,2,8,16,4
37057,5,2,8,17,3
37058,5,2,8,18,2
37059,5,2,8,19,1
37060,5,2,8,20,0
37061,5,2,9,0,19
37062,5,2,9,1,18
37063,5,2,9,2,17
37064,5,2,9,3,16
37065,5,2,9,4,15
37066,5,2,9,5,14
37067,5,2,9,6,13
37068,5,2,9,7,12
37069,5,2,9,8,11
37070,5,2,9,9,10
37071,5,2,9,10,9
37072,5,2,9,11,8
37073,5,2,9,12,7
37074,5,2,9,13,6
37075,5,2,9,14,5
37076,5,2,9,15,4
37077,5,2,9,16,3
37078,5,2,9,17,2
37079,5,2,9,18,1
37080,5,2,9,19,0
37081,5,2,10,0,18
37082,5,2,10,1,17
37083,5,2,10,2,16
37084,5,2,10,3,15
37085,5,2,10,4,14
37086,5,2,10,5,13
37087,5,2,10,6,12
37088,5,2,10,7,11
37089,5,2,10,8,10
37090,5,2,10,9,9
37091,5,2,10,10,8
37092,5,2,10,11,7
37093,5,2,10,12,6
37094,5,2,10,13,5
37095,5,2,10,14,4
37096,5,2,10,15,3
37097,5,2,10,16,2
37098,5,2,10,17,1
37099,5,2,10,18,0
37100,5,2,11,0,17
37101,5,2,11,1,16
37102,5,2,11,2,15
37103,5,2,11,3,14
37104,5,2,11,4,13
37105,5,2,11,5,12
37106,5,2,11,6,11
37107,5,2,11,7,10
37108,5,2,11,8,9
37109,5,2,11,9,8
37110,5,2,11,10,7
37111,5,2,11,11,6
37112,5,2,11,12,5
37113,5,2,11,13,4
37114,5,2,11,14,3
37115,5,2,11,15,2
37116,5,2,11,16,1
37117,5,2,11,17,0
37118,5,2,12,0,16
37119,5,2,12,1,15
37120,5,2,12,2,14
37121,5,2,12,3,13
37122,5,2,12,4,12
37123,5,2,12,5,11
37124,5,2,12,6,10
37125,5,2,12,7,9
37126,5,2,12,8,8
37127,5,2,12,9,7
37128,5,2,12,10,6
37129,5,2,12,11,5
37130,5,2,12,12,4
37131,5,2,12,13,3
37132,5,2,12,14,2
37133,5,2,12,15,1
37134,5,2,12,16,0
37135,5,2,13,0,15
37136,5,2,13,1,14
37137,5,2,13,2,13
37138,5,2,13,3,12
37139,5,2,13,4,11
37140,5,2,13,5,10
37141,5,2,13,6,9
37142,5,2,13,7,8
37143,5,2,13,8,7
37144,5,2,13,9,6
37145,5,2,13,10,5
37146,5,2,13,11,4
37147,5,2,13,12,3
37148,5,2,13,13,2
37149,5,2,13,14,1
37150,5,2,13,15,0
37151,5,2,14,0,14
37152,5,2,14,1,13
37153,5,2,14,2,12
37154,5,2,14,3,11
37155,5,2,14,4,10
37156,5,2,14,5,9
37157,5,2,14,6,8
37158,5,2,14,7,7
37159,5,2,14,8,6
37160,5,2,14,9,5
37161,5,2,14,10,4
37162,5,2,14,11,3
37163,5,2,14,12,2
37164,5,2,14,13,1
37165,5,2,14,14,0
37166,5,2,15,0,13
37167,5,2,15,1,12
37168,5,2,15,2,11
37169,5,2,15,3,10
37170,5,2,15,4,9
37171,5,2,15,5,8
37172,5,2,15,6,7
37173,5,2,15,7,6
37174,5,2,15,8,5
37175,5,2,15,9,4
37176,5,2,15,10,3
37177,5,2,15,11,2
37178,5,2,15,12,1
37179,5,2,15,13,0
37180,5,2,16,0,12
37181,5,2,16,1,11
37182,5,2,16,2,10
37183,5,2,16,3,9
37184,5,2,16,4,8
37185,5,2,16,5,7
37186,5,2,16,6,6
37187,5,2,16,7,5
37188,5,2,16,8,4
37189,5,2,16,9,3
37190,5,2,16,10,2
37191,5,2,16,11,1
37192,5,2,16,12,0
37193,5,2,17,0,11
37194,5,2,17,1,10
37195,5,2,17,2,9
37196,5,2,17,3,8
37197,5,2,17,4,7
37198,5,2,17,5,6
37199,5,2,17,6,5
37200,5,2,17,7,4
37201,5,2,17,8,3
37202,5,2,17,9,2
37203,5,2,17,10,1
37204,5,2,17,11,0
37205,5,2,18,0,10
37206,5,2,18,1,9
37207,5,2,18,2,8
37208,5,2,18,3,7
37209,5,2,18,4,6
37210,5,2,18,5,5
37211,5,2,18,6,4
37212,5,2,18,7,3
37213,5,2,18,8,2
37214,5,2,18,9,1
37215,5,2,18,10,0
37216,5,2,19,0,9
37217,5,2,19,1,8
37218,5,2,19,2,7
37219,5,2,19,3,6
37220,5,2,19,4,5
37221,5,2,19,5,4
37222,5,2,19,6,3
37223,5,2,19,7,2
37224,5,2,19,8,1
37225,5,2,19,9,0
37226,5,2,20,0,8
37227,5,2,20,1,7
37228,5,2,20,2,6
37229,5,2,20,3,5
37230,5,2,20,4,4
37231,5,2,20,5,3
37232,5,2,20,6,2
37233,5,2,20,7,1
37234,5,2,20,8,0
37235,5,2,21,0,7
37236,5,2,21,1,6
37237,5,2,21,2,5
37238,5,2,21,3,4
37239,5,2,21,4,3
37240,5,2,21,5,2
37241,5,2,21,6,1
37242,5,2,21,7,0
37243,5,2,22,0,6
37244,5,2,22,1,5
37245,5,2,22,2,4
37246,5,2,22,3,3
37247,5,2,22,4,2
37248,5,2,22,5,1
37249,5,2,22,6,0
37250,5,2,23,0,5
37251,5,2,23,1,4
37252,5,2,23,2,3
37253,5,2,23,3,2
37254,5,2,23,4,1
37255,5,2,23,5,0
37256,5,2,24,0,4
37257,5,2,24,1,3
37258,5,2,24,2,2
37259,5,2,24,3,1
37260,5,2,24,4,0
37261,5,2,25,0,3
37262,5,2,25,1,2
37263,5,2,25,2,1
37264,5,2,25,3,0
37265,5,2,26,0,2
37266,5,2,26,1,1
37267,5,2,26,2,0
37268,5,2,27,0,1
37269,5,2,27,1,0
37270,5,2,28,0,0
37271,5,3,0,0,27
37272,5,3,0,1,26
37273,5,3,0,2,25
37274,5,3,0,3,24
37275,5,3,0,4,23
37276,5,3,0,5,22
37277,5,3,0,6,21
37278,5,3,0,7,20
37279,5,3,0,8,19
37280,5,3,0,9,18
37281,5,3,0,10,17
37282,5,3,0,11,16
37283,5,3,0,12,15
37284,5,3,0,13,14
37285,5,3,0,14,13
37286,5,3,0,15,12
37287,5,3,0,16,11
37288,5,3,0,17,10
37289,5,3,0,18,9
37290,5,3,0,19,8
37291,5,3,0,20,7
37292,5,3,0,21,6
37293,5,3,0,22,5
37294,5,3,0,23,4
37295,5,3,0,24,3
37296,5,3,0,25,2
37297,5,3,0,26,1
37298,5,3,0,27,0
37299,5,3,1,0,26
37300,5,3,1,1,25
37301,5,3,1,2,24
37302,5,3,1,3,23
37303,5,3,1,4,22
37304,5,3,1,5,21
37305,5,3,1,6,20
37306,5,3,1,7,19
37307,5,3,1,8,18
37308,5,3,1,9,17
37309,5,3,1,10,16
37310,5,3,1,11,15
37311,5,3,1,12,14
37312,5,3,1,13,13
37313,5,3,1,14,12
37314,5,3,1,15,11
37315,5,3,1,16,10
37316,5,3,1,17,9
37317,5,3,1,18,8
37318,5,3,1,19,7
37319,5,3,1,20,6
37320,5,3,1,21,5
37321,5,3,1,22,4
37322,5,3,1,23,3
37323,5,3,1,24,2
37324,5,3,1,25,1
37325,5,3,1,26,0
37326,5,3,2,0,25
37327,5,3,2,1,24
37328,5,3,2,2,23
37329,5,3,2,3,22
37330,5,3,2,4,21
37331,5,3,2,5,20
37332,5,3,2,6,19
37333,5,3,2,7,18
37334,5,3,2,8,17
37335,5,3,2,9,16
37336,5,3,2,10,15
37337,5,3,2,11,14
37338,5,3,2,12,13
37339,5,3,2,13,12
37340,5,3,2,14,11
37341,5,3,2,15,10
37342,5,3,2,16,9
37343,5,3,2,17,8
37344,5,3,2,18,7
37345,5,3,2,19,6
37346,5,3,2,20,5
37347,5,3,2,21,4
37348,5,3,2,22,3
37349,5,3,2,23,2
37350,5,3,2,24,1
37351,5,3,2,25,0
37352,5,3,3,0,24
37353,5,3,3,1,23
37354,5,3,3,2,22
37355,5,3,3,3,21
37356,5,3,3,4,20
37357,5,3,3,5,19
37358,5,3,3,6,18
37359,5,3,3,7,17
37360,5,3,3,8,16
37361,5,3,3,9,15
37362,5,3,3,10,14
37363,5,3,3,11,13
37364,5,3,3,12,12
37365,5,3,3,13,11
37366,5,3,3,14,10
37367,5,3,3,15,9
37368,5,3,3,16,8
37369,5,3,3,17,7
37370,5,3,3,18,6
37371,5,3,3,19,5
37372,5,3,3,20,4
37373,5,3,3,21,3
37374,5,3,3,22,2
37375,5,3,3,23,1
37376,5,3,3,24,0
37377,5,3,4,0,23
37378,5,3,4,1,22
37379,5,3,4,2,21
37380,5,3,4,3,20
37381,5,3,4,4,19
37382,5,3,4,5,18
37383,5,3,4,6,17
37384,5,3,4,7,16
37385,5,3,4,8,15
37386,5,3,4,9,14
37387,5,3,4,10,13
37388,5,3,4,11,12
37389,5,3,4,12,11
37390,5,3,4,13,10
37391,5,3,4,14,9
37392,5,3,4,15,8
37393,5,3,4,16,7
37394,5,3,4,17,6
37395,5,3,4,18,5
37396,5,3,4,19,4
37397,5,3,4,20,3
37398,5,3,4,21,2
37399,5,3,4,22,1
37400,5,3,4,23,0
37401,5,3,5,0,22
37402,5,3,5,1,21
37403,5,3,5,2,20
37404,5,3,5,3,19
37405,5,3,5,4,18
37406,5,3,5,5,17
37407,5,3,5,6,16
37408,5,3,5,7,15
37409,5,3,5,8,14
37410,5,3,5,9,13
37411,5,3,5,10,12
37412,5,3,5,11,11
37413,5,3,5,12,10
37414,5,3,5,13,9
37415,5,3,5,14,8
37416,5,3,5,15,7
37417,5,3,5,16,6
37418,5,3,5,17,5
37419,5,3,5,18,4
37420,5,3,5,19,3
37421,5,3,5,20,2
37422,5,3,5,21,1
37423,5,3,5,22,0
37424,5,3,6,0,21
37425,5,3,6,1,20
37426,5,3,6,2,19
37427,5,3,6,3,18
37428,5,3,6,4,17
37429,5,3,6,5,16
37430,5,3,6,6,15
37431,5,3,6,7,14
37432,5,3,6,8,13
37433,5,3,6,9,12
37434,5,3,6,10,11
37435,5,3,6,11,10
37436,5,3,6,12,9
37437,5,3,6,13,8
37438,5,3,6,14,7
37439,5,3,6,15,6
37440,5,3,6,16,5
37441,5,3,6,17,4
37442,5,3,6,18,3
37443,5,3,6,19,2
37444,5,3,6,20,1
37445,5,3,6,21,0
37446,5,3,7,0,20
37447,5,3,7,1,19
37448,5,3,7,2,18
37449,5,3,7,3,17
37450,5,3,7,4,16
37451,5,3,7,5,15
37452,5,3,7,6,14
37453,5,3,7,7,13
37454,5,3,7,8,12
37455,5,3,7,9,11
37456,5,3,7,10,10
37457,5,3,7,11,9
37458,5,3,7,12,8
37459,5,3,7,13,7
37460,5,3,7,14,6
37461,5,3,7,15,5
37462,5,3,7,16,4
37463,5,3,7,17,3
37464,5,3,7,18,2
37465,5,3,7,19,1
37466,5,3,7,20,0
37467,5,3,8,0,19
37468,5,3,8,1,18
37469,5,3,8,2,17
37470,5,3,8,3,16
37471,5,3,8,4,15
37472,5,3,8,5,14
37473,5,3,8,6,13
37474,5,3,8,7,12
37475,5,3,8,8,11
37476,5,3,8,9,10
37477,5,3,8,10,9
37478,5,3,8,11,8
37479,5,3,8,12,7
37480,5,3,8,13,6
37481,5,3,8,14,5
37482,5,3,8,15,4
37483,5,3,8,16,3
37484,5,3,8,17,2
37485,5,3,8,18,1
37486,5,3,8,19,0
37487,5,3,9,0,18
37488,5,3,9,1,17
37489,5,3,9,2,16
37490,5,3,9,3,15
37491,5,3,9,4,14
37492,5,3,9,5,13
37493,5,3,9,6,12
37494,5,3,9,7,11
37495,5,3,9,8,10
37496,5,3,9,9,9
37497,5,3,9,10,8
37498,5,3,9,11,7
37499,5,3,9,12,6
37500,5,3,9,13,5
37501,5,3,9,14,4
37502,5,3,9,15,3
37503,5,3,9,16,2
37504,5,3,9,17,1
37505,5,3,9,18,0
37506,5,3,10,0,17
37507,5,3,10,1,16
37508,5,3,10,2,15
37509,5,3,10,3,14
37510,5,3,10,4,13
37511,5,3,10,5,12
37512,5,3,10,6,11
37513,5,3,10,7,10
37514,5,3,10,8,9
37515,5,3,10,9,8
37516,5,3,10,10,7
37517,5,3,10,11,6
37518,5,3,10,12,5
37519,5,3,10,13,4
37520,5,3,10,14,3
37521,5,3,10,15,2
37522,5,3,10,16,1
37523,5,3,10,17,0
37524,5,3,11,0,16
37525,5,3,11,1,15
37526,5,3,11,2,14
37527,5,3,11,3,13
37528,5,3,11,4,12
37529,5,3,11,5,11
37530,5,3,11,6,10
37531,5,3,11,7,9
37532,5,3,11,8,8
37533,5,3,11,9,7
37534,5,3,11,10,6
37535,5,3,11,11,5
37536,5,3,11,12,4
37537,5,3,11,13,3
37538,5,3,11,14,2
37539,5,3,11,15,1
37540,5,3,11,16,0
37541,5,3,12,0,15
37542,5,3,12,1,14
37543,5,3,12,2,13
37544,5,3,12,3,12
37545,5,3,12,4,11
37546,5,3,12,5,10
37547,5,3,12,6,9
37548,5,3,12,7,8
37549,5,3,12,8,7
37550,5,3,12,9,6
37551,5,3,12,10,5
37552,5,3,12,11,4
37553,5,3,12,12,3
37554,5,3,12,13,2
37555,5,3,12,14,1
37556,5,3,12,15,0
37557,5,3,13,0,14
37558,5,3,13,1,13
37559,5,3,13,2,12
37560,5,3,13,3,11
37561,5,3,13,4,10
37562,5,3,13,5,9
37563,5,3,13,6,8
37564,5,3,13,7,7
37565,5,3,13,8,6
37566,5,3,13,9,5
37567,5,3,13,10,4
37568,5,3,13,11,3
37569,5,3,13,12,2
37570,5,3,13,13,1
37571,5,3,13,14,0
37572,5,3,14,0,13
37573,5,3,14,1,12
37574,5,3,14,2,11
37575,5,3,14,3,10
37576,5,3,14,4,9
37577,5,3,14,5,8
37578,5,3,14,6,7
37579,5,3,14,7,6
37580,5,3,14,8,5
37581,5,3,14,9,4
37582,5,3,14,10,3
37583,5,3,14,11,2
37584,5,3,14,12,1
37585,5,3,14,13,0
37586,5,3,15,0,12
37587,5,3,15,1,11
37588,5,3,15,2,10
37589,5,3,15,3,9
37590,5,3,15,4,8
37591,5,3,15,5,7
37592,5,3,15,6,6
37593,5,3,15,7,5
37594,5,3,15,8,4
37595,5,3,15,9,3
37596,5,3,15,10,2
37597,5,3,15,11,1
37598,5,3,15,12,0
37599,5,3,16,0,11
37600,5,3,16,1,10
37601,5,3,16,2,9
37602,5,3,16,3,8
37603,5,3,16,4,7
37604,5,3,16,5,6
37605,5,3,16,6,5
37606,5,3,16,7,4
37607,5,3,16,8,3
37608,5,3,16,9,2
37609,5,3,16,10,1
37610,5,3,16,11,0
37611,5,3,17,0,10
37612,5,3,17,1,9
37613,5,3,17,2,8
37614,5,3,17,3,7
37615,5,3,17,4,6
37616,5,3,17,5,5
37617,5,3,17,6,4
37618,5,3,17,7,3
37619,5,3,17,8,2
37620,5,3,17,9,1
37621,5,3,17,10,0
37622,5,3,18,0,9
37623,5,3,18,1,8
37624,5,3,18,2,7
37625,5,3,18,3,6
37626,5,3,18,4,5
37627,5,3,18,5,4
37628,5,3,18,6,3
37629,5,3,18,7,2
37630,5,3,18,8,1
37631,5,3,18,9,0
37632,5,3,19,0,8
37633,5,3,19,1,7
37634,5,3,19,2,6
37635,5,3,19,3,5
37636,5,3,19,4,4
37637,5,3,19,5,3
37638,5,3,19,6,2
37639,5,3,19,7,1
37640,5,3,19,8,0
37641,5,3,20,0,7
37642,5,3,20,1,6
37643,5,3,20,2,5
37644,5,3,20,3,4
37645,5,3,20,4,3
37646,5,3,20,5,2
37647,5,3,20,6,1
37648,5,3,20,7,0
37649,5,3,21,0,6
37650,5,3,21,1,5
37651,5,3,21,2,4
37652,5,3,21,3,3
37653,5,3,21,4,2
37654,5,3,21,5,1
37655,5,3,21,6,0
37656,5,3,22,0,5
37657,5,3,22,1,4
37658,5,3,22,2,3
37659,5,3,22,3,2
37660,5,3,22,4,1
37661,5,3,22,5,0
37662,5,3,23,0,4
37663,5,3,23,1,3
37664,5,3,23,2,2
37665,5,3,23,3,1
37666,5,3,23,4,0
37667,5,3,24,0,3
37668,5,3,24,1,2
37669,5,3,24,2,1
37670,5,3,24,3,0
37671,5,3,25,0,2
37672,5,3,25,1,1
37673,5,3,25,2,0
37674,5,3,26,0,1
37675,5,3,26,1,0
37676,5,3,27,0,0
37677,5,4,0,0,26
37678,5,4,0,1,25
37679,5,4,0,2,24
37680,5,4,0,3,23
37681,5,4,0,4,22
37682,5,4,0,5,21
37683,5,4,0,6,20
37684,5,4,0,7,19
37685,5,4,0,8,18
37686,5,4,0,9,17
37687,5,4,0,10,16
37688,5,4,0,11,15
37689,5,4,0,12,14
37690,5,4,0,13,13
37691,5,4,0,14,12
37692,5,4,0,15,11
37693,5,4,0,16,10
37694,5,4,0,17,9
37695,5,4,0,18,8
37696,5,4,0,19,7
37697,5,4,0,20,6
37698,5,4,0,21,5
37699,5,4,0,22,4
37700,5,4,0,23,3
37701,5,4,0,24,2
37702,5,4,0,25,1
37703,5,4,0,26,0
37704,5,4,1,0,25
37705,5,4,1,1,24
37706,5,4,1,2,23
37707,5,4,1,3,22
37708,5,4,1,4,21
37709,5,4,1,5,20
37710,5,4,1,6,19
37711,5,4,1,7,18
37712,5,4,1,8,17
37713,5,4,1,9,16
37714,5,4,1,10,15
37715,5,4,1,11,14
37716,5,4,1,12,13
37717,5,4,1,13,12
37718,5,4,1,14,11
37719,5,4,1,15,10
37720,5,4,1,16,9
37721,5,4,1,17,8
37722,5,4,1,18,7
37723,5,4,1,19,6
37724,5,4,1,20,5
37725,5,4,1,21,4
37726,5,4,1,22,3
37727,5,4,1,23,2
37728,5,4,1,24,1
37729,5,4,1,25,0
37730,5,4,2,0,24
37731,5,4,2,1,23
37732,5,4,2,2,22
37733,5,4,2,3,21
37734,5,4,2,4,20
37735,5,4,2,5,19
37736,5,4,2,6,18
37737,5,4,2,7,17
37738,5,4,2,8,16
37739,5,4,2,9,15
37740,5,4,2,10,14
37741,5,4,2,11,13
37742,5,4,2,12,12
37743,5,4,2,13,11
37744,5,4,2,14,10
37745,5,4,2,15,9
37746,5,4,2,16,8
37747,5,4,2,17,7
37748,5,4,2,18,6
37749,5,4,2,19,5
37750,5,4,2,20,4
37751,5,4,2,21,3
37752,5,4,2,22,2
37753,5,4,2,23,1
37754,5,4,2,24,0
37755,5,4,3,0,23
37756,5,4,3,1,22
37757,5,4,3,2,21
37758,5,4,3,3,20
37759,5,4,3,4,19
37760,5,4,3,5,18
37761,5,4,3,6,17
37762,5,4,3,7,16
37763,5,4,3,8,15
37764,5,4,3,9,14
37765,5,4,3,10,13
37766,5,4,3,11,12
37767,5,4,3,12,11
37768,5,4,3,13,10
37769,5,4,3,14,9
37770,5,4,3,15,8
37771,5,4,3,16,7
37772,5,4,3,17,6
37773,5,4,3,18,5
37774,5,4,3,19,4
37775,5,4,3,20,3
37776,5,4,3,21,2
37777,5,4,3,22,1
37778,5,4,3,23,0
37779,5,4,4,0,22
37780,5,4,4,1,21
37781,5,4,4,2,20
37782,5,4,4,3,19
37783,5,4,4,4,18
37784,5,4,4,5,17
37785,5,4,4,6,16
37786,5,4,4,7,15
37787,5,4,4,8,14
37788,5,4,4,9,13
37789,5,4,4,10,12
37790,5,4,4,11,11
37791,5,4,4,12,10
37792,5,4,4,13,9
37793,5,4,4,14,8
37794,5,4,4,15,7
37795,5,4,4,16,6
37796,5,4,4,17,5
37797,5,4,4,18,4
37798,5,4,4,19,3
37799,5,4,4,20,2
37800,5,4,4,21,1
37801,5,4,4,22,0
37802,5,4,5,0,21
37803,5,4,5,1,20
37804,5,4,5,2,19
37805,5,4,5,3,18
37806,5,4,5,4,17
37807,5,4,5,5,16
37808,5,4,5,6,15
37809,5,4,5,7,14
37810,5,4,5,8,13
37811,5,4,5,9,12
37812,5,4,5,10,11
37813,5,4,5,11,10
37814,5,4,5,12,9
37815,5,4,5,13,8
37816,5,4,5,14,7
37817,5,4,5,15,6
37818,5,4,5,16,5
37819,5,4,5,17,4
37820,5,4,5,18,3
37821,5,4,5,19,2
37822,5,4,5,20,1
37823,5,4,5,21,0
37824,5,4,6,0,20
37825,5,4,6,1,19
37826,5,4,6,2,18
37827,5,4,6,3,17
37828,5,4,6,4,16
37829,5,4,6,5,15
37830,5,4,6,6,14
37831,5,4,6,7,13
37832,5,4,6,8,12
37833,5,4,6,9,11
37834,5,4,6,10,10
37835,5,4,6,11,9
37836,5,4,6,12,8
37837,5,4,6,13,7
37838,5,4,6,14,6
37839,5,4,6,15,5
37840,5,4,6,16,4
37841,5,4,6,17,3
37842,5,4,6,18,2
37843,5,4,6,19,1
37844,5,4,6,20,0
37845,5,4,7,0,19
37846,5,4,7,1,18
37847,5,4,7,2,17
37848,5,4,7,3,16
37849,5,4,7,4,15
37850,5,4,7,5,14
37851,5,4,7,6,13
37852,5,4,7,7,12
37853,5,4,7,8,11
37854,5,4,7,9,10
37855,5,4,7,10,9
37856,5,4,7,11,8
37857,5,4,7,12,7
37858,5,4,7,13,6
37859,5,4,7,14,5
37860,5,4,7,15,4
37861,5,4,7,16,3
37862,5,4,7,17,2
37863,5,4,7,18,1
37864,5,4,7,19,0
37865,5,4,8,0,18
37866,5,4,8,1,17
37867,5,4,8,2,16
37868,5,4,8,3,15
37869,5,4,8,4,14
37870,5,4,8,5,13
37871,5,4,8,6,12
37872,5,4,8,7,11
37873,5,4,8,8,10
37874,5,4,8,9,9
37875,5,4,8,10,8
37876,5,4,8,11,7
37877,5,4,8,12,6
37878,5,4,8,13,5
37879,5,4,8,14,4
37880,5,4,8,15,3
37881,5,4,8,16,2
37882,5,4,8,17,1
37883,5,4,8,18,0
37884,5,4,9,0,17
37885,5,4,9,1,16
37886,5,4,9,2,15
37887,5,4,9,3,14
37888,5,4,9,4,13
37889,5,4,9,5,12
37890,5,4,9,6,11
37891,5,4,9,7,10
37892,5,4,9,8,9
37893,5,4,9,9,8
37894,5,4,9,10,7
37895,5,4,9,11,6
37896,5,4,9,12,5
37897,5,4,9,13,4
37898,5,4,9,14,3
37899,5,4,9,15,2
37900,5,4,9,16,1
37901,5,4,9,17,0
37902,5,4,10,0,16
37903,5,4,10,1,15
37904,5,4,10,2,14
37905,5,4,10,3,13
37906,5,4,10,4,12
37907,5,4,10,5,11
37908,5,4,10,6,10
37909,5,4,10,7,9
37910,5,4,10,8,8
37911,5,4,10,9,7
37912,5,4,10,10,6
37913,5,4,10,11,5
37914,5,4,10,12,4
37915,5,4,10,13,3
37916,5,4,10,14,2
37917,5,4,10,15,1
37918,5,4,10,16,0
37919,5,4,11,0,15
37920,5,4,11,1,14
37921,5,4,11,2,13
37922,5,4,11,3,12
37923,5,4,11,4,11
37924,5,4,11,5,10
37925,5,4,11,6,9
37926,5,4,11,7,8
37927,5,4,11,8,7
37928,5,4,11,9,6
37929,5,4,11,10,5
37930,5,4,11,11,4
37931,5,4,11,12,3
37932,5,4,11,13,2
37933,5,4,11,14,1
37934,5,4,11,15,0
37935,5,4,12,0,14
37936,5,4,12,1,13
37937,5,4,12,2,12
37938,5,4,12,3,11
37939,5,4,12,4,10
37940,5,4,12,5,9
37941,5,4,12,6,8
37942,5,4,12,7,7
37943,5,4,12,8,6
37944,5,4,12,9,5
37945,5,4,12,10,4
37946,5,4,12,11,3
37947,5,4,12,12,2
37948,5,4,12,13,1
37949,5,4,12,14,0
37950,5,4,13,0,13
37951,5,4,13,1,12
37952,5,4,13,2,11
37953,5,4,13,3,10
37954,5,4,13,4,9
37955,5,4,13,5,8
37956,5,4,13,6,7
37957,5,4,13,7,6
37958,5,4,13,8,5
37959,5,4,13,9,4
37960,5,4,13,10,3
37961,5,4,13,11,2
37962,5,4,13,12,1
37963,5,4,13,13,0
37964,5,4,14,0,12
37965,5,4,14,1,11
37966,5,4,14,2,10
37967,5,4,14,3,9
37968,5,4,14,4,8
37969,5,4,14,5,7
37970,5,4,14,6,6
37971,5,4,14,7,5
37972,5,4,14,8,4
37973,5,4,14,9,3
37974,5,4,14,10,2
37975,5,4,14,11,1
37976,5,4,14,12,0
37977,5,4,15,0,11
37978,5,4,15,1,10
37979,5,4,15,2,9
37980,5,4,15,3,8
37981,5,4,15,4,7
37982,5,4,15,5,6
37983,5,4,15,6,5
37984,5,4,15,7,4
37985,5,4,15,8,3
37986,5,4,15,9,2
37987,5,4,15,10,1
37988,5,4,15,11,0
37989,5,4,16,0,10
37990,5,4,16,1,9
37991,5,4,16,2,8
37992,5,4,16,3,7
37993,5,4,16,4,6
37994,5,4,16,5,5
37995,5,4,16,6,4
37996,5,4,16,7,3
37997,5,4,16,8,2
37998,5,4,16,9,1
37999,5,4,16,10,0
38000,5,4,17,0,9
38001,5,4,17,1,8
38002,5,4,17,2,7
38003,5,4,17,3,6
38004,5,4,17,4,5
38005,5,4,17,5,4
38006,5,4,17,6,3
38007,5,4,17,7,2
